ico_name,ticker,platform,token,country,hardcap,softcap,raised,ih_hardcap,ih_softcap,ih_raised,bounty_status,facebook_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating,date_ended
Rockchain,ROK,Ethereum,"
80,000,000 ROK (80%)",France,N/A,N/A,N/A,10000000,1800000,0,3,-,-,-,-,6,N/A,N/A,10,N/A,N/A,3.5,7.6,4.0,N/A,2017-12-01
SONM,SNM,N/A,N/A,N/A,273399,N/A,42000000,23739900,100000,5,4,5,5,-,3,N/A,Benchy,5.0,N/A,4.0,5.0,-,-,-,2.9,2017-06-18
Anryze,RYZ,Waves,"
331,700,000 RYZ (93.9%)",Russia,6000000,1600000,1600000,N/A,N/A,100,3,3,3,-,-,8,Benchy,4.4,7,3.8,4.4,-,-,-,3.2,2017-10-12
Eristica,,N/A,N/A,N/A,10000000,1000000,3138109,N/A,1000000000,30,5,-,-,-,1,N/A,Benchy,4.0,N/A,3.4,3.4,-,-,-,3.7,2017-12-29
Cobinhood,COB,Ethereum,"
750,000,000 CBC (55%)",N/A,N/A,N/A,N/A,N/A,N/A,100,4,5,5,-,3,3,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2017-10-22
DIMCOIN,DIM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,50,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-27
MyBit,MYB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4487500,2,5,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-14
Lampix,PIX,N/A,N/A,N/A,60000000,5000000,142000004092100000000,N/A,N/A,100,-,3,3,-,1,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.0,2017-08-18
"Investy
[Canceled]",IVC,Ethereum,ERC20,Russia,N/A,N/A,N/A,1420000000,320000000,N/A,2,2,2,-,1,6,N/A,N/A,9,N/A,N/A,3.5,7.5,3.5,N/A,2017-12-23
Populous,PPT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15200000,2,4,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-15
Dala Token Sale,DALA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,5,3,3,-,1,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.7,3.9,N/A,2017-12-11
"Investy
[Canceled]",IVC,Ethereum,ERC20,Russia,N/A,N/A,N/A,1420000000,320000000,N/A,2,2,2,-,1,6,N/A,N/A,9,N/A,N/A,3.5,7.5,3.5,N/A,2017-12-23
Starta,CRS,Ethereum,ERC20,France,N/A,N/A,50000009090000000052000000000041680000000020342200000000,N/A,N/A,N/A,3,-,-,-,1,3,Benchy,N/A,1,N/A,N/A,-,-,-,2.2,2017-08-03
Godzillion,GODZ,Ethereum,ERC20,Chile,N/A,N/A,N/A,N/A,"
27 990.00",65,-,2,2,-,-,7,N/A,N/A,10,N/A,N/A,3.2,7.7,3.8,N/A,2017-09-02
Paycent,PYN,N/A,N/A,N/A,450000,N/A,Unknown,N/A,"Cap
270 000 000.00 PYN",205,3,-,-,-,3,N/A,Benchy,3.0,N/A,3.0,3.0,-,-,-,3.0,2017-11-30
CanYa,CAN,N/A,N/A,N/A,19333,N/A,12000000,7876900,2000000,13,-,2,2,-,-,N/A,Benchy,3.1,N/A,3.0,3.8,-,-,-,3.1,2017-12-14
CanYa,CAN,N/A,N/A,N/A,19333,N/A,12000000,7876900,2000000,13,-,2,2,-,-,N/A,Benchy,3.1,N/A,3.0,3.8,-,-,-,3.1,2017-12-14
CopPay,COP,Ethereum,ERC20,Belarus,65800,N/A,Unknown,N/A,"
75 000 000.00 COP",0,-,1,1,-,-,8,Benchy,3.7,10,3.9,3.4,3.2,8.4,4.1,3.2,2017-11-30
ATB Coin,ATB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10000000,3,5,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-31
Spheris ICO,SPRS,Ethereum,ERC20,Israel,N/A,N/A,N/A,N/A,"Cap
2 000 000 000 000.00 SPRS",0,5,-,-,-,-,6,N/A,N/A,10,N/A,N/A,2.8,7.2,3.3,N/A,2017-10-19
ATB Coin,ATB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10000000,3,5,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-31
Transmission,TMN,Ethereum,ERC20,Hong Kong,N/A,N/A,N/A,N/A,N/A,N/A,3,2,2,-,-,6,N/A,N/A,10,N/A,N/A,3.0,7.6,3.7,N/A,2017-09-08
Homni ICO,HOMNI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,5.0,3.7,N/A,2017-12-26
Rivetz,RVT,N/A,N/A,N/A,200000,N/A,19710000,N/A,N/A,100,5,4,4,-,-,N/A,Benchy,3.8,N/A,3.9,4.6,-,-,-,3.3,2017-09-10
Afterschool,,Ethereum,"
480,000,000 AST (60%)",United Arab Emirates,N/A,N/A,N/A,5000000,5000000,1,5,3,3,-,-,7,N/A,N/A,7,N/A,N/A,3.2,7.1,4.2,N/A,2017-10-25
Rivetz,RVT,N/A,N/A,N/A,200000,N/A,19710000,N/A,N/A,100,5,4,4,-,-,N/A,Benchy,3.8,N/A,3.9,4.6,-,-,-,3.3,2017-09-10
Obsidian Platform,ODN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1300000,10,3,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-19
goldmint,MNTP,N/A,N/A,N/A,49000000,N/A,7300000,N/A,4900000000,14,5,3,3,-,3,N/A,Benchy,3.1,N/A,2.7,3.0,-,-,-,3.0,2017-10-20
Po.et,POE,N/A,N/A,N/A,N/A,N/A,N/A,6650000,6650000,5,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-08
Exscudo,EON,N/A,N/A,N/A,N/A,N/A,N/A,3000000,"
1 000.00 ",11,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,6.6,3.2,N/A,2017-05-31
Corion Platform,COR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-07-30
ZrCoin,ZRC,N/A,N/A,N/A,N/A,N/A,N/A,7000000,3500000,6,5,4,4,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-06-09
Reality Clash,RCC,N/A,"
50,000,000 RCC",UK,N/A,N/A,N/A,2000000000,150000000,12,5,4,4,-,-,10,N/A,N/A,1,N/A,N/A,-,-,-,N/A,2017-09-29
OpenMoney,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,N/A,-,N/A,2017-11-04
CyberMiles ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,4,5,5,-,5,N/A,N/A,N/A,N/A,N/A,N/A,3.2,N/A,3.7,N/A,2017-12-05
SophiaTX,SPHTX,N/A,N/A,N/A,115000,N/A,7300000,N/A,11500000,6,-,5,5,-,3,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.9,2017-12-15
Polybius,PLBT,N/A,N/A,N/A,N/A,N/A,31000000,2500000,"
1 500.00 ",46,-,-,-,-,-,N/A,Benchy,4.0,N/A,4.0,4.0,-,-,-,2.8,2017-06-13
Kin,KIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-30
CREDO,CRD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2480000000,0,-,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.2,N/A,2017-07-09
Publica,PBL,N/A,N/A,N/A,N/A,N/A,N/A,5100000000,5100000000,2,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-01
Gaze Coin,GZE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,11,5,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-27
FundCoin,FNDC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.0,N/A,2017-11-30
Monaco,MCO,N/A,N/A,N/A,N/A,N/A,N/A,88800000,15000000,5,5,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-06-17
DropDeck,,N/A,N/A,N/A,N/A,N/A,N/A,999900,2900000,12,5,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,7.7,3.6,N/A,2017-12-21
Robomed Network,RBM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.1,7.9,3.7,N/A,2017-12-20
Soma,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12000000,1,5,-,-,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-26
DropDeck,,N/A,N/A,N/A,N/A,N/A,N/A,999900,2900000,12,5,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,7.7,3.6,N/A,2017-12-21
ongcoin,ONG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3500000000,3,-,-,-,-,3,N/A,N/A,N/A,N/A,N/A,N/A,2.4,5.8,4.4,N/A,2017-09-11
[NSFW] SpankChain,SPANK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-21
Vezt,VZT,N/A,N/A,N/A,15000000,N/A,1380644,N/A,1500000000,10,2,3,3,-,-,N/A,Benchy,2.0,N/A,4.0,4.0,-,-,-,2.8,2017-12-03
Goal Bonanza,GOAL,N/A,N/A,N/A,100000,1000000,900000021500000000230300000000636100000000,N/A,2500000000,6,5,2,2,-,-,N/A,Benchy,3.0,N/A,2.3,2.3,3.0,8.1,3.8,3.0,2017-12-15
BitBoost token sale for the Block,BBT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2140000000,6,-,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-10
Privatix Pre-ICO,PRIX,N/A,N/A,N/A,N/A,N/A,N/A,5714200,335000,23,5,3,3,-,2,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-16
Just Dating Site,JDC,N/A,N/A,N/A,3056900,200000,328397,N/A,"
700.00 ",1,5,-,-,-,-,N/A,Benchy,4.0,N/A,4.0,4.0,2.9,5.9,3.2,2.9,2017-09-30
Just Dating Site,JDC,N/A,N/A,N/A,3056900,200000,328397,N/A,"
700.00 ",1,5,-,-,-,-,N/A,Benchy,4.0,N/A,4.0,4.0,2.9,5.9,3.2,2.9,2017-09-30
BlockPool,BPL,N/A,"Total supply:
25,000,000 BPL",UK,N/A,N/A,N/A,N/A,1000000000,16,-,2,2,-,-,6,N/A,N/A,6,N/A,N/A,-,-,-,N/A,2017-06-30
XRONOS,XPO,N/A,N/A,N/A,N/A,N/A,N/A,10000000,100000000,72,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,5.5,-,N/A,2017-10-21
PLUSCOIN,PLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,3,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-12-31
Cove Identity ICO,SHELLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
100 000 000.00 SHELLS",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.0,3.3,N/A,2017-10-31
Cove Identity ICO,SHELLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Cap
100 000 000.00 SHELLS",N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.2,7.0,3.3,N/A,2017-10-31
hubii.network,HBT,N/A,N/A,N/A,50000000,5000000,65000002226100000000,N/A,2500000,8,2,3,3,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4,2017-09-24
Verify,CRED,Ethereum,ERC20,Singapore,14500000,1500000,N/A,1450000000,250000000,N/A,5,3,3,-,-,7,Benchy,4.0,10,4.0,4.0,-,-,-,2.9,2017-12-29
hubii.network,HBT,N/A,N/A,N/A,50000000,5000000,65000002226100000000,N/A,2500000,8,2,3,3,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.4,2017-09-24
MobileGo,MGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-05-24
SRG,SRG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,-,-,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.3,3.3,N/A,2017-12-20
fidentiaX,FDX,N/A,N/A,N/A,N/A,N/A,1551667,N/A,N/A,100,5,3,3,-,-,N/A,Benchy,3.5,N/A,3.0,3.7,-,-,-,3.2,2017-12-05
HUNT.BET,HT,Ethereum,"
15,000,000 HT (62%)",Seychelles,N/A,N/A,N/A,N/A,1500000000,0,5,2,2,-,-,7,N/A,N/A,1,N/A,N/A,2.9,5.1,3.4,N/A,2017-09-02
DARFchain,DARF,"Ethereum,                                                                    Waves","
84,000,000 DARF",Russia,120960000,N/A,Unknown,N/A,N/A,100,-,1,1,-,-,5,Benchy,2.0,5,4.0,4.0,3.1,5.7,3.3,3.1,2017-11-12
Sinergia Blockchain,SNG,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,"Cap
50 000 000.00 SNG",N/A,2,1,1,-,-,N/A,Benchy,4.4,N/A,3.4,4.0,3.3,7.0,3.7,3.3,2017-11-29
Ink Labs Foundation,,N/A,N/A,N/A,"11,000 ","7,500 ",N/A,1100000,"Cap
7 500.00 ",N/A,-,4,4,-,-,N/A,Benchy,4.0,N/A,4.0,4.0,3.0,N/A,3.8,3.0,2017-12-04
Equibit,EQB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.2,3.0,N/A,2017-04-01
IGNIS,IGNIS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,5,5,-,3,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-04
Solar Bankers,SUN,N/A,N/A,N/A,N/A,N/A,N/A,90700,"
907.00 ",N/A,-,5,5,-,1,N/A,N/A,N/A,N/A,N/A,N/A,2.3,7.0,4.2,N/A,2017-12-31
Equibit,EQB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.2,3.0,N/A,2017-04-01
Grid+,GRID,N/A,N/A,N/A,N/A,N/A,N/A,30000000000,9000000000,147,-,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-30
Lunyr,LUN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,3,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-04-26
Carblox,CRX,Ethereum,ERC20,Germany,N/A,N/A,N/A,N/A,160000,2,2,1,1,-,-,4,N/A,N/A,8,N/A,N/A,2.8,5.6,-,N/A,2017-12-10
Hdac,DAC,N/A,N/A,Switzerland,N/A,N/A,258000000,N/A,N/A,100,5,1,1,-,-,9,Benchy,N/A,1,N/A,N/A,2.9,5.6,4.1,2.9,2017-12-10
Farad Pre-Sale and ICO,FRD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,-,3,3,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-14
VibeHub,VIBE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,2,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-09-21
Pally,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400000000,0,3,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-11-30
Matchpool,GUP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500000000,114,5,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-04-30
ScriptDrop Token Sale,TOKENS,N/A,N/A,N/A,N/A,N/A,N/A,3190000000,"
17 500 000.00 AHC",N/A,2,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.4,5.8,3.3,N/A,2017-11-14
Styras,STY,Ethereum,"
200,000,000 STY (90%)",N/A,"200,000,000","840,000",Unknown,20000000000,"
840 000.00 STY",N/A,-,-,-,-,1,6,Benchy,N/A,10,N/A,N/A,2.6,6.4,3.0,2.6,2017-12-30
TokenFunder,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,N/A,-,2,2,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A,2017-11-30
Zonto,ZONTO,Ethereum,"
1,872,221 ZONTO",Estonia,10000000,500000,6384122,N/A,N/A,N/A,5,3,3,-,-,7,Benchy,3.8,10,3.2,2.8,3.2,7.9,3.4,3.2,2017-10-12
CLOUT,CLOUT,Ethereum,ERC223,Gibraltar,50000000,N/A,2550450,N/A,5000000000,N/A,2,3,3,-,-,6,Benchy,3.8,8.5,2.2,3.2,-,-,-,3.0,2017-12-17
Change Bank,CAG,N/A,N/A,N/A,200000,N/A,17500000,25000000,6000000,14,5,-,-,-,-,N/A,Benchy,4.3,N/A,3.4,3.8,3.1,N/A,3.8,3.3,2017-10-16
UnikoinGold - Unikrn,UNIKOINGOLD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11000000,9,-,5,5,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-01
Viuly,,Ethereum,ERC20,Moldova,N/A,N/A,N/A,N/A,N/A,N/A,5,4,4,-,2,8,N/A,N/A,10,N/A,N/A,-,-,-,N/A,2017-11-15
IMMLA,IML,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4671800,0,3,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-10-15
CLOUT,CLOUT,Ethereum,ERC223,Gibraltar,50000000,N/A,2550450,N/A,5000000000,N/A,2,3,3,-,-,6,Benchy,3.8,8.5,2.2,3.2,-,-,-,3.0,2017-12-17
Hut34 Project,,N/A,N/A,N/A,30000000,N/A,3400000,N/A,N/A,100,5,2,2,-,1,N/A,Benchy,3.8,N/A,3.1,3.0,-,-,-,3.3,2017-12-07
Orocrypt,OROC,Ethereum,ERC20,N/A,2000,"1,200,000 ",1392000,N/A,5600000,0,2,-,-,-,1,8,Benchy,N/A,7,N/A,N/A,-,-,-,2.9,2017-07-14
Hut34 Project,,N/A,N/A,N/A,30000000,N/A,3400000,N/A,N/A,100,5,2,2,-,1,N/A,Benchy,3.8,N/A,3.1,3.0,-,-,-,3.3,2017-12-07
OX Fina,OX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-07-31
DigiPulse,DGT,Ethereum,ERC20,Latvia,44650,500,77547000000,6000000,800000,3,5,-,-,-,-,9,Benchy,3.2,10,3.2,4.7,-,-,-,3.4,2017-10-31
Bounty0x,BNTY,N/A,N/A,N/A,10000000,7000000,Unknown,N/A,N/A,100,3,4,4,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.2,2017-12-15
CycloShieldCoin ICO,CYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.0,6.9,-,N/A,2017-12-20
Paytailor,PTT,Ethereum,ERC20,Estonia,20000,N/A,Unknown,N/A,N/A,N/A,1,1,1,-,-,6,Benchy,3.0,10,4.0,4.0,3.0,7.0,3.5,3.0,2017-12-20
DigiPulse,DGT,Ethereum,ERC20,Latvia,44650,500,77547000000,6000000,800000,3,5,-,-,-,-,9,Benchy,3.2,10,3.2,4.7,-,-,-,3.4,2017-10-31
CycloShieldCoin ICO,CYS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.0,6.9,-,N/A,2017-12-20
Paytailor,PTT,Ethereum,ERC20,Estonia,20000,N/A,Unknown,N/A,N/A,N/A,1,1,1,-,-,6,Benchy,3.0,10,4.0,4.0,3.0,7.0,3.5,3.0,2017-12-20
Dolphin,DBIP,Ethereum,ERC20,Russia,N/A,N/A,N/A,62500000,"
500 000.00 DBIP",3,-,1,1,-,1,2,N/A,N/A,10,N/A,N/A,2.9,5.8,3.2,N/A,2017-09-30
CarTaxi,CTX,Ethereum,"
500,000,000 CTX (65%)",USA,216186,N/A,8700000,N/A,21618600,1,5,2,2,-,-,8,Benchy,3.3,1,2.1,2.3,-,-,-,2.6,2017-10-29
BlockCAT,BCAT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239300,95,-,4,4,-,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-08-17
Adel,ADELPHOI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,3,3,-,1,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A,2017-05-31
Acebusters - Poker on the Ethereum Blockchain,ABP,N/A,N/A,N/A,N/A,N/A,N/A,3000000,500000,0,1,1,1,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.0,4.5,2.8,N/A,2017-10-21
Verif-y,VFY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,2,-,1,N/A,N/A,N/A,N/A,N/A,N/A,3.0,7.2,3.4,N/A,2017-11-30
