ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
Chek,CHEK,Waves,Wave,Chile,N/A,N/A,N/A,N/A,N/A,100%,HIGH,-,-,-,-,10,N/A,N/A,3,N/A,N/A,3.4,7.0,3.4,N/A
Verifier,VRF,Ethereum,ERC20,Russia,12000000 USD,N/A,Unknown,N/A,1200000000,N/A,-,VERY LOW,VERY LOW,-,-,7,Benchy,3.6,9,3.3,3.6,3.8,8.1,3.7,3.8
BitEsprit,,Ethereum,ERC20,UK,21878205 USD,7500000 USD,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,9,Benchy,1.8,10,1.4,1.4,2.7,9.0,-,2.7
TrustFunding ICO,,N/A,N/A,N/A,N/A,N/A,N/A,28000000000,4000000000,N/A,-,LOW,LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
MediBit,MDBS,Ethereum,SecuritySTO,UK,N/A,N/A,N/A,1500000,300000,20%,-,HIGH,HIGH,-,VERY LOW,3,N/A,N/A,10,N/A,N/A,N/A,N/A,-,N/A
Cryptov8,CRV8,Ethereum,ERC20,UK,156250 ETH,15625 ETH,Unknown,N/A,N/A,N/A,-,-,-,-,-,8,Benchy,3.4,10,3.1,3.8,3.7,8.4,-,3.7
GraphenTech,77G,Ethereum,ERC20,Netherlands,N/A,N/A,N/A,N/A,N/A,N/A,LOW,VERY LOW,VERY LOW,MEDIUM,-,8,N/A,N/A,10,N/A,N/A,3.4,8.6,-,N/A
MapCoin,MAP,Ethereum,ERC20,UK,25800000 USD,1000000 USD,Unknown,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,VERY LOW,LOW,9,Benchy,3.1,10,3.1,3.1,3.2,8.8,-,3.2
BlocVehicle,VCL,Ethereum,ERC20,Singapore,49333 ETH,2000 ETH,Unknown,92000000,2810508000,N/A,-,-,-,-,-,8,Benchy,N/A,10,N/A,N/A,3.8,8.9,3.5,3.8
FReeStart,,Ethereum,ERC20,UK,15000000 USD,500000 USD,3400000 USD,N/A,N/A,N/A,-,-,-,-,-,5,Benchy,N/A,10,N/A,N/A,3.9,7.2,-,3.9
ORIS.SPACE,,N/A,N/A,N/A,40000000 USD,20000000 USD,Unknown,2100000000,4900000000,0%,HIGH,VERY LOW,VERY LOW,-,-,N/A,Benchy,3.0,N/A,3.0,4.0,3.1,7.3,-,3.1
Genesis ICO,GES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,300000000,110%,HIGH,MEDIUM,MEDIUM,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.9,7.0,-,N/A
Endor,EDR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4500000000,100%,-,-,-,-,MEDIUM,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.2
MEXC ICO,MEXC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30000000,1%,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
PixelCharity,PXLT,N/A,N/A,N/A,N/A,N/A,N/A,70000000,1350000000,11%,-,LOW,LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.8,6.8,-,N/A
VISO,VITO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.7,8.4,4.8,N/A
Lendingblock ICO,LND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,HIGH,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Alchemy,AFI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,8.1,-,N/A
VoltGo,VGO,Ethereum,ERC-20,Estonia,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,1,N/A,N/A,6,N/A,N/A,N/A,4.3,-,N/A
Contract Vault (VLT),VLT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.4,9.1,-,N/A
Safeguard,SGT,NEO,NEP5,Netherlands,9,250,000 EUR,2,500,000 EUR,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,8,Benchy,N/A,10,N/A,N/A,2.3,7.9,-,2.3
LigoLedger,LIGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Let Bet,LBT,N/A,N/A,N/A,84,000,000,3,000,000,Unknown,N/A,N/A,N/A,MEDIUM,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,3.0,N/A,3.0,3.2,3.0,8.4,3.5,3.0
botchain,,Ethereum,ERC20,USA,40000000 USD,15000000 USD,N/A,N/A,N/A,N/A,-,LOW,LOW,-,MEDIUM,7,Benchy,4.3,10,3.8,3.9,3.9,7.2,-,3.9
iOlite ICO,ILT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,MEDIUM,LOW,LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.1,7.9,2.9,N/A
Effect.AI,EFX,N/A,N/A,N/A,14,820,000 EUR,4,280,000 EUR,13602384 USD,N/A,N/A,100%,MEDIUM,VERY HIGH,VERY HIGH,-,HIGH,N/A,Benchy,3.2,N/A,3.2,3.5,-,-,-,3.5
Crypton VC (CRN),CRN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3600000000,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8.1,-,N/A
Blockchain Terminal,BCTT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5150000000,41%,-,VERY HIGH,VERY HIGH,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.7,8.6,-,N/A
BIDIUM (PreICO),BIDIUM,N/A,N/A,N/A,N/A,N/A,N/A,1000000000,300000000,36%,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,4.1,8.6,-,N/A
SupPorter (PreICO),,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.4,7.7,-,N/A
AllSpark,ASK,Ethereum,ERC20,Singapore,40000 ETH,28000 ETH,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,6,Benchy,N/A,3,N/A,N/A,2.8,6.0,-,2.8
Teambrella,BRELLA,Ethereum,ERC20,Estonia,10000 ETH,2000 ETH,N/A,500000000,100000000,N/A,-,LOW,LOW,-,-,8,Benchy,3.5,10,4.0,4.3,3.9,8.1,-,3.9
ShoCoin,SHOCOIN,N/A,N/A,N/A,20000000 USD,10000000 USD,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,N/A,-,2.3
Pindex,PDI,Ethereum,ERC-20,Luxembourg,314800000 USD,N/A,2000000 USD,5000000000,200000000,23%,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,N/A,10,N/A,N/A,3.6,7.9,3.9,3.2
Jury.Online,JOT,N/A,N/A,N/A,6000000 USD,3000000 USD,3927409 USD,600000000,300000000,91%,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,3.9,N/A,4.0,4.5,-,-,-,4.1
Reipex,,N/A,N/A,N/A,N/A,N/A,N/A,500000000,2500000000,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Pocketinns,PINNS,Ethereum,ERC20,USA,46000000 USD,N/A,Unknown,N/A,N/A,N/A,-,-,-,-,VERY LOW,6,Benchy,3.9,10,3.6,3.8,3.7,7.7,4.0,3.7
Matchroom ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.1,8.6,-,N/A
Apollo Septem,APO,N/A,N/A,N/A,30000 ETH,3000 ETH,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,3.5,6.9,0.8,3.5
ShoCoin,SHOCOIN,N/A,N/A,N/A,20000000 USD,10000000 USD,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.3,N/A,-,2.3
INSUREUM,ISR,N/A,N/A,N/A,20000000 USD,5000000 USD,N/A,N/A,1000000000,300%,HIGH,LOW,LOW,-,LOW,N/A,Benchy,4.7,N/A,3.7,3.7,-,-,-,3.9
AQUA,AQX,N/A,N/A,N/A,30000000 USD,5000000 USD,Unknown,N/A,N/A,N/A,VERY HIGH,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,2.7
UPFINEX,UPX,Ethereum,ERC20,N/A,3990000 USD,N/A,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,6,Benchy,N/A,10,N/A,N/A,2.6,6.4,-,2.6
GastroAdvisor（FORK）,FORK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
GreenLink,IMPACT,Ethereum,ERC20,Singapore,10000000 USD,3000000 USD,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,MEDIUM,-,9,Benchy,4.1,10,4.0,4.4,4.1,8.3,-,4.1
Dogezer,DGZ,N/A,N/A,N/A,N/A,N/A,N/A,9800000000,100000000,3%,HIGH,LOW,LOW,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.5,7.2,4.4,N/A
Creditcoin (CCOIN),CCOIN,N/A,N/A,N/A,N/A,N/A,N/A,12227990790500,2000000000,30%,VERY LOW,-,-,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,4.3,8.6,4.1,N/A
Bee,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
DEEX,DEEX,N/A,N/A,N/A,N/A,N/A,101034091162300000000 ETH,300000000,100000000,8%,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.5,N/A,4.5,4.7,-,-,-,4.0
Morpheus Infrastructure Token,MIT,N/A,N/A,N/A,9600000 USD,N/A,10100000 USD,N/A,1200000,19%,VERY HIGH,VERY LOW,VERY LOW,-,MEDIUM,N/A,Benchy,4.3,N/A,3.6,3.8,-,-,-,3.9
Friend,FRND,N/A,N/A,N/A,75583 ETH,10000 ETH,424080337700000000 ETH,4066365400,538000000,33%,MEDIUM,MEDIUM,MEDIUM,-,MEDIUM,N/A,Benchy,5.0,N/A,4.4,4.5,4.1,8.9,3.9,4.1
VenusEnergy ICO,VENUS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,3.9,8.6,-,N/A
AISI Coin,AISI,N/A,N/A,N/A,13700000 USD,N/A,5000000 USD,500000000,1370000000,18%,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,4.0,8.4,-,4.0
Globatrix - Decentralized Web,GLOB,N/A,N/A,N/A,N/A,N/A,N/A,6000000000,420000000,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.9,6.7,-,N/A
Denarii Cash,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,LOW,LOW,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
FiveStarMiningNetwork,FSMN,Ethereum,ERC20,N/A,10000000 USD,1000000 USD,Unknown,100000000,1000000000,6%,VERY HIGH,LOW,LOW,-,VERY LOW,7,Benchy,1.0,10,1.0,1.0,2.6,7.9,-,2.6
Helios Neural Network,HNN,N/A,N/A,N/A,N/A,N/A,N/A,2000000000,500000000,N/A,VERY LOW,MEDIUM,MEDIUM,VERY LOW,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.3,8.1,-,N/A
GreenLink,IMPACT,Ethereum,ERC20,Singapore,10000000 USD,3000000 USD,N/A,N/A,N/A,N/A,-,MEDIUM,MEDIUM,MEDIUM,-,9,Benchy,4.1,10,4.0,4.4,4.1,8.3,-,4.1
Coinseed ICO,CSD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.1,8.6,4.0,N/A
Zerium,ZRM,Ethereum,N/A,USA,10,000,000 CHF,1,000,000 CHF,N/A,500000000,45000000,9%,-,-,-,-,-,1,Benchy,N/A,10,N/A,N/A,2.1,4.4,-,2.1
Bee,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,VERY LOW,-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
DEEX,DEEX,N/A,N/A,N/A,N/A,N/A,101034091162300000000 ETH,300000000,100000000,8%,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.5,N/A,4.5,4.7,-,-,-,4.0
redBUX,REDBUX,Ethereum,ERC20,Germany,200,000,000 EUR,N/A,Unknown,N/A,N/A,N/A,LOW,-,-,-,LOW,8,Benchy,2.4,1,2.8,2.0,2.9,6.1,-,2.9
Peur Marketplace,PURC,N/A,N/A,N/A,N/A,N/A,N/A,358000000,358000000,N/A,-,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.3,-,N/A
Trimpo,TRIMPO,N/A,N/A,N/A,30000 ETH,5000 ETH,N/A,12500000,3000000,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,4.3,N/A,4.8,4.6,4.4,8.1,-,4.4
IceBreakerAR,IBAR,Ethereum,ERC20,Canada,17900000 USD,3000000 USD,Unknown,N/A,N/A,N/A,MEDIUM,-,-,-,VERY LOW,6,Benchy,4.0,10,4.0,3.0,3.9,8.1,-,3.9
MILC,MILC,Ethereum,ERC20,Germany,40,000,000,N/A,Unknown,N/A,N/A,N/A,MEDIUM,-,-,-,LOW,9,Benchy,3.6,8,2.8,3.8,3.4,7.9,-,3.4
AsicVault,AVF,Own,Own,Singapore,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,4,N/A,N/A,10,N/A,N/A,3.5,6.5,-,N/A
Knowledge,KNW,Ethereum,ERC20,USA,19000000 USD,N/A,5000000 USD,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,LOW,6,Benchy,4.3,9,4.1,4.7,3.9,7.0,4.0,3.9
Block Collider,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,5.0,N/A,5.0,5.0,2.7,5.8,-,2.7
Advanced Miners,ACM,N/A,N/A,N/A,32000000 USD,N/A,Unknown,N/A,N/A,N/A,VERY HIGH,-,-,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.2,-,2.7
REOS,REOS,Ethereum,ERC20,Singapore,45000 ETH,5000 ETH,Unknown,7500000,500000,6%,VERY HIGH,HIGH,HIGH,-,LOW,8,Benchy,N/A,10,N/A,N/A,3.0,8.6,-,3.0
Knowledge,KNW,Ethereum,ERC20,USA,19000000 USD,N/A,5000000 USD,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,LOW,6,Benchy,4.3,9,4.1,4.7,3.9,7.0,4.0,3.9
Swapy Network,SWAPY,N/A,N/A,N/A,30000000 USD,5000000 USD,Unknown,3000000000,500000000,22%,LOW,MEDIUM,MEDIUM,-,MEDIUM,N/A,Benchy,3.9,N/A,3.4,3.6,3.5,8.9,4.4,3.5
Sentinel Chain,SENC,N/A,N/A,N/A,14400000 USD,6400000 USD,14400000 USD,N/A,1440000000,100%,-,MEDIUM,MEDIUM,-,LOW,N/A,Benchy,4.4,N/A,4.6,5.0,-,-,-,4.0
Block Collider,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,5.0,N/A,5.0,5.0,2.7,5.8,-,2.7
ACUTECOIN,XAC,Litecoin,Litecoin,United Kingdom,N/A,N/A,Unknown,200000000,630000000,65%,VERY HIGH,MEDIUM,MEDIUM,-,-,10,Benchy,1.0,10,1.0,1.0,3.0,9.3,-,3.0
Advanced Miners,ACM,N/A,N/A,N/A,32000000 USD,N/A,Unknown,N/A,N/A,N/A,VERY HIGH,-,-,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.2,-,2.7
REOS,REOS,Ethereum,ERC20,Singapore,45000 ETH,5000 ETH,Unknown,7500000,500000,6%,VERY HIGH,HIGH,HIGH,-,LOW,8,Benchy,N/A,10,N/A,N/A,3.0,8.6,-,3.0
BloomX ICO,BX8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.3,6.2,-,N/A
Bet On Chart,CHART,N/A,N/A,N/A,50000 ETH,5000 ETH,Unknown,2380000000,238000000,N/A,LOW,HIGH,HIGH,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,8.4,-,2.7
AGROLOT,AGLT,N/A,N/A,N/A,20000000 USD,N/A,Unknown,N/A,N/A,N/A,-,LOW,LOW,-,LOW,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.0
Cremit,CRMT,Ethereum,ERC20,Poland,8500000 USD,90000000 USD,27000000 USD,N/A,N/A,N/A,-,-,-,-,-,9,Benchy,3.8,10,3.2,3.8,3.6,8.4,-,3.6
Empleos,PLEO,NEM,Utility,Georgia,N/A,N/A,N/A,2100000000,700000000,2%,-,VERY LOW,VERY LOW,LOW,VERY LOW,7,N/A,N/A,10,N/A,N/A,2.9,8.6,-,N/A
Start Waves,SWC,N/A,N/A,N/A,5000000 USD,1500000 USD,50000 USD,N/A,N/A,N/A,VERY HIGH,LOW,LOW,VERY HIGH,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.9,-,2.7
Knowledge,KNW,Ethereum,ERC20,USA,19000000 USD,N/A,5000000 USD,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,-,LOW,6,Benchy,4.3,9,4.1,4.7,3.9,7.0,4.0,3.9
Octaneum ICO,8AN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.1,4.0,-,N/A
Block Collider,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY LOW,VERY LOW,-,VERY LOW,N/A,Benchy,5.0,N/A,5.0,5.0,2.7,5.8,-,2.7
Advanced Miners,ACM,N/A,N/A,N/A,32000000 USD,N/A,Unknown,N/A,N/A,N/A,VERY HIGH,-,-,-,VERY LOW,N/A,Benchy,N/A,N/A,N/A,N/A,2.7,6.2,-,2.7
REOS,REOS,Ethereum,ERC20,Singapore,45000 ETH,5000 ETH,Unknown,7500000,500000,6%,VERY HIGH,HIGH,HIGH,-,LOW,8,Benchy,N/A,10,N/A,N/A,3.0,8.6,-,3.0
HOQU,HQX,N/A,N/A,N/A,14791000 USD,N/A,15000000 USD,N/A,3320000000,56%,VERY HIGH,-,-,-,-,N/A,Benchy,2.9,N/A,2.8,3.3,-,-,-,3.1
Kairos,KAIROS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3300000000,100%,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
CloudMoolah,MOO,Ethereum,ERC20,Singapore,30000000 USD,10000000 USD,15000000 USD,N/A,N/A,100%,-,-,-,-,LOW,8,Benchy,3.0,10,2.0,4.0,-,-,-,3.0
Globex SCI (GSI),GSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,4.9,3.2,N/A
Miami Crypto Exchange,MCEX,N/A,N/A,N/A,N/A,N/A,N/A,1741368000,5000000000,0%,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,6.0,-,N/A
Exbitrade,XBT,Ethereum,ERC20,India,10000 ETH,3000 ETH,Unknown,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,N/A,8,N/A,N/A,2.9,7.3,-,2.9
Beverage.cash,BCCT,N/A,N/A,N/A,30000 ETH,1500 ETH,284417 USD,900000000,900000000,2%,LOW,-,-,LOW,VERY LOW,N/A,Benchy,3.7,N/A,3.4,3.4,3.7,8.8,-,3.7
HOQU,HQX,N/A,N/A,N/A,14791000 USD,N/A,15000000 USD,N/A,3320000000,56%,VERY HIGH,-,-,-,-,N/A,Benchy,2.9,N/A,2.8,3.3,-,-,-,3.1
Kairos,KAIROS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3300000000,100%,-,MEDIUM,MEDIUM,-,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
concertVR,CVT,Ethereum,ERC20,Germany,33000 ETH,2500000 USD,2621145 USD,3000000000,220000,6%,-,VERY HIGH,VERY HIGH,-,MEDIUM,10,Benchy,4.5,10,4.5,4.5,-,-,-,4.1
CloudMoolah,MOO,Ethereum,ERC20,Singapore,30000000 USD,10000000 USD,15000000 USD,N/A,N/A,100%,-,-,-,-,LOW,8,Benchy,3.0,10,2.0,4.0,-,-,-,3.0
Globex SCI (GSI),GSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,3.5,4.9,3.2,N/A
Miami Crypto Exchange,MCEX,N/A,N/A,N/A,N/A,N/A,N/A,1741368000,5000000000,0%,-,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.6,6.0,-,N/A
Sagittae,STAE,Ethereum,ERC20,N/A,1200000 USD,700000 USD,N/A,70000000,120000000,N/A,-,-,-,-,VERY LOW,1,Benchy,N/A,10,N/A,N/A,2.7,5.6,-,2.7
Exbitrade,XBT,Ethereum,ERC20,India,10000 ETH,3000 ETH,Unknown,N/A,N/A,N/A,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,6,Benchy,N/A,8,N/A,N/A,2.9,7.3,-,2.9
Beverage.cash,BCCT,N/A,N/A,N/A,30000 ETH,1500 ETH,284417 USD,900000000,900000000,2%,LOW,-,-,LOW,VERY LOW,N/A,Benchy,3.7,N/A,3.4,3.4,3.7,8.8,-,3.7
HEdpAY,HDP.ф,Ethereum,ERC20,UK,200000 ETH,25000 ETH,440000 USD,500000000,100000000,38%,-,HIGH,HIGH,-,HIGH,8,Benchy,N/A,7,N/A,N/A,-,-,-,2.7
BABB,BAX,N/A,N/A,N/A,N/A,N/A,20000000 USD,2000000000,1100000000,83%,VERY HIGH,VERY HIGH,VERY HIGH,-,-,N/A,Benchy,4.2,N/A,4.2,4.4,-,-,-,3.7
Bonum ICO,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,MEDIUM,VERY LOW,VERY LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,7.5,-,N/A
Synthestech,,Ethereum,14,250,000 STT (79%),Switzerland,14000000 USD,1000000 USD,737260 USD,N/A,1400000000,3%,HIGH,LOW,LOW,-,LOW,9,Benchy,N/A,1,N/A,N/A,2.4,6.8,3.3,3.0
Sp8de,SPX,N/A,N/A,N/A,31000 ETH,4000 ETH,6316424 USD,N/A,460000,24%,VERY HIGH,MEDIUM,MEDIUM,-,-,N/A,Benchy,3.0,N/A,4.0,4.2,-,-,-,3.7
Decentralized News Network,,N/A,N/A,N/A,35000 ETH,N/A,Unknown,N/A,3500000,N/A,MEDIUM,VERY LOW,VERY LOW,-,-,N/A,Benchy,3.9,N/A,4.0,3.9,-,-,-,3.9
AKAIITO,AIC,Ethereum,ERC20,Estonia,25000 ETH,1250 ETH,900000 USD,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,-,LOW,10,Benchy,3.7,10,3.1,3.5,-,-,-,3.5
CEYRON,CEY,Ethereum,ERC20,Saint Vincent and the Grenadines,N/A,N/A,N/A,100000000,4500000000,2%,VERY LOW,VERY LOW,VERY LOW,-,VERY LOW,5,N/A,N/A,10,N/A,N/A,2.3,7.0,3.4,N/A
Synthetics Ai,SYNT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VERY LOW,-,-,-,-,N/A,Benchy,N/A,N/A,N/A,N/A,2.4,7.0,-,2.4
GESE,GSE,Ethereum,ERC20,Cyprus,49090 ETH,3818 ETH,Unknown,N/A,4909000,N/A,VERY HIGH,-,-,-,LOW,9,Benchy,3.8,10,3.6,3.8,3.8,9.5,-,3.8
Origo Network,ORIGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
VICECOIN,VCE,Ethereum,ERC20,Hong Kong,N/A,N/A,5000000 USD,N/A,N/A,100%,-,LOW,LOW,-,-,6,Benchy,N/A,1,N/A,N/A,2.6,4.9,-,2.6
VIDDO,VIDDO,Ethereum,ERC20,Malta,N/A,N/A,N/A,1580000000,150000000,N/A,VERY LOW,-,-,VERY LOW,-,1,N/A,N/A,10,N/A,N/A,3.8,5.3,-,N/A
AMLT by Coinfirm,,N/A,N/A,N/A,N/A,N/A,N/A,1904200000,1904200000,100%,VERY HIGH,-,-,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Decentralized News Network,,N/A,N/A,N/A,35000 ETH,N/A,Unknown,N/A,3500000,N/A,MEDIUM,VERY LOW,VERY LOW,-,-,N/A,Benchy,3.9,N/A,4.0,3.9,-,-,-,3.9
AKAIITO,AIC,Ethereum,ERC20,Estonia,25000 ETH,1250 ETH,900000 USD,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,-,LOW,10,Benchy,3.7,10,3.1,3.5,-,-,-,3.5
MedAI Network,MEDAI,N/A,N/A,N/A,34500000 USD,4100000 USD,Unknown,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,-,N/A,Benchy,5.0,N/A,4.0,5.0,2.8,4.2,-,2.8
Origo Network,ORIGO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100%,-,VERY HIGH,VERY HIGH,-,HIGH,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
VIDDO,VIDDO,Ethereum,ERC20,Malta,N/A,N/A,N/A,1580000000,150000000,N/A,VERY LOW,-,-,VERY LOW,-,1,N/A,N/A,10,N/A,N/A,3.8,5.3,-,N/A
AllSporter,ALL,Ethereum,ERC20,UK,19000000 USD,2850000 USD,Unknown,N/A,N/A,N/A,-,HIGH,HIGH,-,-,10,Benchy,N/A,10,N/A,N/A,3.3,9.1,-,3.3
